bearID,sampleDate,sampleTime,latitude,longitude,agency,sex,bearAge,ageCode,cubAgeClass,reproClass,SLBL,correctedSLBL,girth,mass,cortisolAssay_pg_mg,,
207,2004-04-02,0:00,71.5142,-155.0895,usgs,M,6,A,NA,AM,NA,NA,NA,NA,7.9094,,
208,2004-05-01,0:00,70.2807,-141.8666,usgs,F,4,S,NA,SF,NA,NA,NA,NA,24.0184,,
209,2004-04-27,0:00,70.4639,-142.7619,usgs,M,4,S,NA,SM,NA,NA,NA,NA,9.3632,,
210,2008-04-19,11:56,70.5345,-147.7183,usgs,F,11,A,NA,UF,233,233.00,145.5,339.74,5.6752,,
211,2006-04-04,0:00,71.5526,-155.9301,usgs,M,12,A,NA,AM,NA,NA,NA,NA,0.3773,,
212,2004-05-02,0:00,70.6435,-142.6495,usgs,M,18,A,NA,AM,NA,NA,NA,NA,18.7911,,
213,2004-04-26,0:00,70.2317,-143.1642,usgs,M,3,S,NA,SM,NA,NA,NA,NA,1.4306,,
214,2008-04-18,17:00,70.6796,-148.8860,usgs,F,15,A,NA,UF,NA,NA,NA,NA,3.4469,,
215,2004-03-26,11:10,71.3854,-156.0057,usgs,M,14,A,NA,AM,254,254.00,167.2,408.23,3.1542,,
215,2006-04-05,0:00,71.6197,-155.5112,usgs,M,16,A,NA,AM,NA,NA,NA,NA,1.3917,,
216,2013-04-04,11:15,70.4884,-147.9716,usgs,F,11,A,C2,E1,NA,NA,NA,NA,3.5536,,
217,2008-04-19,14:56,70.6482,-150.7891,usgs,F,13,A,C0,IF,202,202.00,124.5,196.86,7.7362,,
218,2013-04-18,11:51,70.9256,-150.1192,usgs,M,16,A,NA,AM,236,236.00,173.3,476.27,5.6587,,
219,2004-04-05,0:00,71.3010,-154.1332,usgs,F,7,A,C1,E0,NA,NA,NA,NA,0.3827,,
220,2004-03-26,12:45,71.4519,-155.8404,usgs,F,6,A,NA,UF,196,196.00,116,181.44,23.9753,,
220,2008-04-02,13:04,71.4611,-156.4202,usgs,F,10,A,NA,UF,193,193.00,116,189.60,4.3072,,
221,2006-03-29,0:00,71.2513,-157.6019,usgs,M,12,A,NA,AM,NA,NA,NA,NA,13.7163,,
222,2004-04-23,0:00,70.5728,-147.7619,usgs,F,12,A,C2,E1,NA,NA,NA,NA,0.3912,,
223,2004-04-26,0:00,70.2578,-143.2004,usgs,F,7,A,NA,UF,NA,NA,NA,NA,0.4340,,
224,2004-04-14,0:00,70.8005,-146.9373,usgs,F,10,A,C1,E0,NA,NA,NA,NA,17.4319,,
225,2004-04-02,0:00,71.4614,-156.3657,usgs,M,12,A,NA,AM,NA,NA,NA,NA,0.4052,,
226,2006-04-03,0:00,71.5750,-156.9228,usgs,F,11,A,C2,E1,NA,NA,NA,NA,20.9409,,
227,2013-04-22,14:04,70.2168,-141.0546,usgs,M,23,A,NA,AM,231,231.00,157.5,398.25,7.6019,,
228,2008-04-30,13:40,70.2022,-144.0123,usgs,F,24,A,NA,UF,NA,NA,NA,NA,5.0915,,
229,2004-05-02,0:00,70.7860,-142.4894,usgs,M,19,A,NA,AM,NA,NA,NA,NA,12.9611,,
230,2009-04-16,17:26,70.7277,-145.3252,usgs,F,24,A,C0,IF,202,202.00,109.6,158.30,4.8015,,
230,2010-04-09,13:25,70.5958,-148.9281,usgs,F,25,A,C1,E0,197,197.00,120.5,204.57,3.5628,,
231,2004-03-31,16:27,71.6869,-156.2154,usgs,F,16,A,C2,E1,NA,NA,NA,NA,6.5815,,
232,2004-03-30,11:05,71.6752,-155.3899,usgs,M,16,A,NA,AM,NA,NA,NA,NA,14.9749,,
233,2008-04-28,13:10,70.3771,-146.8450,usgs,F,11,A,C0,IF,207,207.00,117,205.02,5.2528,,
234,2004-04-13,0:00,70.5761,-146.9043,usgs,F,10,A,C0,IF,NA,NA,NA,NA,0.6378,,
235,2004-04-25,0:00,70.2299,-142.9288,usgs,F,14,A,C2,E1,NA,NA,NA,NA,2.3155,,
236,2010-04-11,13:31,70.4088,-144.0434,usgs,F,14,A,C0,IF,194,194.00,111,187.33,3.9840,,
236,2014-04-11,19:30,70.8427,-146.6761,usgs,F,18,A,C1,E0,204.5,204.50,135.3,195.50,5.7088,,
237,2004-04-25,0:00,70.2857,-144.4104,usgs,M,11,A,NA,AM,NA,NA,NA,NA,7.0447,,
237,2014-04-12,14:06,71.1923,-150.3279,usgs,M,21,A,NA,AM,242,242.00,161.5,416.40,2.9477,,
238,2004-05-02,0:00,71.0021,-143.4890,usgs,F,17,A,C0,IF,NA,NA,NA,NA,16.9270,,
239,2004-04-14,0:00,70.7430,-147.1368,usgs,M,16,A,NA,AM,NA,NA,NA,NA,12.1125,,
240,2008-04-09,13:42,71.3575,-155.5699,usgs,F,17,A,C0,IF,200,200.00,118,180.08,3.2084,,
241,2004-04-18,0:00,70.6045,-146.7880,usgs,M,12,A,NA,AM,NA,NA,NA,NA,6.5279,,
242,2004-04-22,0:00,70.6805,-146.3851,usgs,F,12,A,NA,UF,NA,NA,NA,NA,0.4384,,
243,2008-04-24,0:00,70.3308,-146.3063,usgs,F,9,A,NA,UF,193,193.00,125.7,233.60,5.7490,,
244,2004-04-27,0:00,70.5487,-142.5592,usgs,M,10,A,NA,AM,NA,NA,NA,NA,23.7176,,
245,2004-04-16,0:00,71.0028,-147.8400,usgs,F,14,A,C2,E1,NA,NA,NA,NA,8.6054,,
246,2013-04-13,15:15,70.9405,-147.1339,usgs,F,13,A,NA,UF,NA,NA,NA,NA,3.6026,,
247,2009-05-09,11:15,70.3083,-146.2471,usgs,F,9,A,C0,IF,198,198.00,115,178.72,5.3641,,
247,2013-04-12,16:45,70.7970,-149.4308,usgs,F,13,A,C2,E1,196.4,196.40,128,194.14,3.1499,,
248,2013-04-17,10:49,71.0041,-146.4480,usgs,F,13,A,C0,IF,201.5,201.50,141,231.33,5.9798,,
248,2014-04-07,15:21,71.0721,-146.7139,usgs,F,14,A,C1,E0,193.7,193.70,129.6,240.40,4.5062,,
249,2004-04-09,0:00,70.4231,-147.8457,usgs,F,9,A,C0,IF,NA,NA,NA,NA,16.7906,,
249,2010-04-05,14:31,71.4407,-156.4665,usgs,F,15,A,C0,IF,193,193.00,112,171.91,4.3883,,
250,2004-04-23,0:00,70.8126,-144.8990,usgs,M,10,A,NA,AM,NA,NA,NA,NA,23.0774,,
251,2004-04-09,0:00,70.8549,-146.9988,usgs,F,15,A,C0,IF,NA,NA,NA,NA,24.2583,,
252,2013-04-15,10:42,70.4052,-147.1011,usgs,M,19,A,NA,AM,234,234.00,174.6,459.04,3.8382,,
253,2006-03-31,0:00,71.6041,-155.6009,usgs,M,16,A,NA,AM,NA,NA,NA,NA,4.1705,,
254,2004-04-25,0:00,70.3860,-143.2539,usgs,M,9,A,NA,AM,NA,NA,NA,NA,9.4649,,
255,2004-04-26,0:00,70.2326,-143.2170,usgs,M,4,S,NA,SM,NA,NA,NA,NA,5.6087,,
255,2013-04-22,16:24,70.1634,-142.1459,usgs,M,13,A,NA,AM,233,233.00,163.1,424.56,6.4394,,
256,2004-04-20,0:00,70.6126,-146.5183,usgs,M,8,A,NA,AM,NA,NA,NA,NA,8.0152,,
257,2006-03-28,0:00,71.5217,-155.4857,usgs,F,9,A,NA,UF,194,194.00,107,136.08,36.0925,,
258,2006-03-28,0:00,71.5118,-155.4751,usgs,M,19,A,NA,AM,230,230.00,166.5,453.59,6.8475,,
259,2006-03-29,0:00,71.4013,-156.8638,usgs,M,16,A,NA,AM,NA,NA,NA,NA,0.5585,,
260,2013-04-13,16:50,70.9159,-147.3127,usgs,M,15,A,NA,AM,NA,NA,NA,NA,2.2678,,
260,2014-04-06,18:04,70.8731,-148.3105,usgs,M,16,A,NA,AM,NA,NA,NA,NA,3.3978,,
261,2006-04-07,0:00,71.4548,-155.2550,usgs,F,12,A,C0,IF,NA,NA,NA,NA,9.0628,,
262,2004-03-26,15:51,71.5817,-155.4148,usgs,F,4,S,NA,SF,182,182.00,113,147.42,21.5851,,
263,2004-03-28,13:43,71.4739,-155.8843,usgs,M,3,S,NA,SM,186,186.00,112,136.08,12.7531,,
264,2004-03-28,15:40,71.5149,-155.8514,usgs,F,5,A,NA,SF,182.5,182.50,104.3,158.76,17.1294,,
265,2004-03-30,13:25,71.4931,-155.9573,usgs,M,7,A,NA,AM,NA,NA,NA,NA,9.5770,,
266,2004-03-31,10:30,71.4060,-156.6831,usgs,F,3,S,NA,SF,NA,NA,NA,NA,21.9062,,
267,2004-03-30,16:35,71.4931,-155.9573,usgs,F,3,S,NA,SF,NA,NA,NA,NA,6.9960,,
268,2004-03-31,13:49,71.5766,-156.3551,usgs,M,4,S,NA,SM,NA,NA,NA,NA,33.0203,,
268,2006-03-30,0:00,71.2448,-155.5971,usgs,M,6,A,NA,AM,NA,NA,NA,NA,8.2034,,
269,2004-04-02,0:00,71.3760,-155.1108,usgs,F,10,A,C0,IF,NA,NA,NA,NA,13.4060,,
270,2004-04-02,0:00,71.5133,-155.0144,usgs,M,19,A,NA,AM,NA,NA,NA,NA,0.5293,,
271,2004-04-03,0:00,71.3766,-155.0631,usgs,M,12,A,NA,AM,NA,NA,NA,NA,0.3672,,
271,2005-04-15,0:00,71.1631,-154.8606,usgs,M,13,A,NA,AM,233,233.00,141,408.23,25.3332,,
271,2006-04-04,0:00,71.5089,-156.2893,usgs,M,14,A,NA,AM,NA,NA,NA,NA,2.1131,,
272,2004-04-03,0:00,71.3766,-155.0631,usgs,F,10,A,NA,UF,NA,NA,NA,NA,16.3490,,
273,2004-04-04,0:00,71.3467,-155.6719,usgs,F,4,S,NA,SF,NA,NA,NA,NA,0.3837,,
274,2004-04-04,0:00,71.0683,-153.8700,usgs,F,4,S,NA,SF,NA,NA,NA,NA,8.6007,,
275,2004-04-05,0:00,71.1739,-153.1021,usgs,F,4,S,NA,SF,NA,NA,NA,NA,2.2041,,
276,2004-04-05,0:00,71.1959,-153.1284,usgs,M,14,A,NA,AM,NA,NA,NA,NA,0.4132,,
277,2004-04-06,0:00,71.1894,-155.2822,usgs,F,9,A,C0,IF,NA,NA,NA,NA,5.5059,,
277,2009-04-15,12:00,67.7916,-165.8689,fws,F,14,A,C2,E1,NA,NA,NA,NA,5.7076,,
278,2004-04-06,0:00,71.2355,-154.4681,usgs,F,6,A,NA,UF,NA,NA,NA,NA,16.9054,,
278,2013-03-30,17:46,71.5619,-156.3859,usgs,F,15,A,C2,E1,NA,NA,NA,NA,5.8735,,
279,2004-04-07,0:00,71.1497,-152.7532,usgs,M,13,A,NA,AM,NA,NA,NA,NA,3.2856,,
280,2004-04-08,0:00,71.6755,-154.1816,usgs,F,5,A,NA,SF,NA,NA,NA,NA,15.6215,,
281,2004-04-08,0:00,71.7575,-153.2965,usgs,F,12,A,C2,E1,NA,NA,NA,NA,8.9237,,
282,2004-04-09,0:00,70.4898,-147.9882,usgs,F,4,S,NA,SF,168.5,168.50,94,113.40,24.1547,,
283,2004-04-09,0:00,70.7611,-147.0664,usgs,F,5,A,NA,SF,173.5,173.50,90,113.40,19.1272,,
284,2004-04-13,0:00,70.8258,-145.9905,usgs,F,15,A,C0,IF,NA,NA,NA,NA,15.3484,,
285,2004-04-13,0:00,70.6717,-147.7431,usgs,M,4,S,NA,SM,NA,NA,NA,NA,13.0643,,
285,2013-04-01,10:39,71.4483,-156.3575,usgs,M,13,A,NA,AM,229.5,229.50,168,405.06,2.6632,,
286,2004-04-14,0:00,70.5556,-147.5354,usgs,F,10,A,NA,UF,NA,NA,NA,NA,21.3539,,
287,2004-04-16,0:00,70.7844,-148.7412,usgs,F,3,S,NA,SF,NA,NA,NA,NA,20.0636,,
287,2006-04-03,0:00,71.6691,-156.7227,usgs,F,5,A,NA,SF,NA,NA,NA,NA,8.4211,,
288,2004-04-16,0:00,70.9996,-147.6528,usgs,F,4,S,NA,SF,NA,NA,NA,NA,10.6187,,
289,2004-04-17,0:00,70.6154,-147.2001,usgs,M,16,A,NA,AM,NA,NA,NA,NA,13.0936,,
290,2004-04-17,0:00,70.6107,-146.0913,usgs,F,12,A,C0,IF,NA,NA,NA,NA,26.0264,,
291,2004-04-17,0:00,70.5792,-145.7824,usgs,F,6,A,C0,IF,NA,NA,NA,NA,34.3443,,
292,2004-04-18,0:00,70.6027,-147.3632,usgs,M,15,A,NA,AM,NA,NA,NA,NA,13.6243,,
293,2004-04-19,0:00,70.9546,-147.0779,usgs,M,19,A,NA,AM,NA,NA,NA,NA,0.5377,,
294,2004-04-22,0:00,70.7018,-144.9516,usgs,F,5,A,NA,SF,NA,NA,NA,NA,4.2340,,
295,2004-04-23,0:00,70.7625,-145.2362,usgs,M,8,A,NA,AM,NA,NA,NA,NA,17.7512,,
296,2004-04-23,0:00,70.9091,-144.6011,usgs,M,23,A,NA,AM,NA,NA,NA,NA,0.4639,,
297,2013-04-14,10:50,70.7374,-146.3750,usgs,F,11,A,C2,E1,195.5,195.50,131.2,219.99,3.9487,,
298,2009-05-18,12:09,70.1880,-142.7603,usgs,F,7,A,C0,IF,NA,NA,NA,NA,3.3775,,
299,2004-04-26,0:00,70.2047,-143.5045,usgs,F,17,A,C1,E0,NA,NA,NA,NA,0.4172,,
300,2004-04-26,0:00,70.2315,-142.3564,usgs,F,5,A,NA,SF,NA,NA,NA,NA,17.7607,,
301,2004-04-26,0:00,70.2315,-142.3564,usgs,M,9,A,NA,AM,NA,NA,NA,NA,3.4723,,
302,2004-04-27,0:00,70.2217,-142.7395,usgs,F,3,S,NA,SF,NA,NA,NA,NA,15.3197,,
303,2004-04-27,0:00,70.5051,-142.5611,usgs,M,10,A,NA,AM,NA,NA,NA,NA,24.6282,,
304,2004-04-27,0:00,70.5487,-142.5592,usgs,F,9,A,NA,UF,NA,NA,NA,NA,13.9302,,
305,2004-04-29,0:00,70.1999,-143.5986,usgs,F,5,A,NA,SF,NA,NA,NA,NA,26.7968,,
306,2004-05-01,0:00,70.1048,-142.0870,usgs,F,10,A,NA,UF,NA,NA,NA,NA,0.4075,,
307,2004-05-01,0:00,70.1048,-142.0870,usgs,M,18,A,NA,AM,NA,NA,NA,NA,11.1816,,
308,2004-05-02,0:00,70.8550,-141.7150,usgs,M,10,A,NA,AM,NA,NA,NA,NA,23.2913,,
309,2014-04-19,15:46,70.9794,-142.9954,usgs,M,11,A,NA,AM,NA,NA,NA,NA,3.8842,,
310,2008-04-13,16:56,71.4133,-156.1208,usgs,F,5,A,NA,SF,208,208.00,118.5,206.38,3.1266,,
311,2005-04-13,0:00,70.8773,-148.9353,usgs,M,13,A,NA,AM,222,222.00,136,408.23,10.4201,,
312,2005-04-13,0:00,70.5550,-148.0835,usgs,F,10,A,C0,IF,NA,NA,NA,NA,7.7290,,
313,2005-04-14,0:00,70.8324,-150.6558,usgs,F,21,A,C1,E0,180,180.00,110,158.76,13.4337,,
314,2013-04-23,11:29,70.5537,-144.9725,usgs,F,8,A,C0,IF,195,195.00,113.2,169.19,5.5749,,
315,2006-03-30,0:00,71.1636,-153.2678,usgs,F,6,A,NA,UF,173.5,173.50,105.2,113.40,0.4210,,
316,2006-03-31,0:00,71.5592,-156.2142,usgs,M,4,S,NA,SM,NA,NA,NA,NA,0.4040,,
317,2006-04-03,0:00,71.5162,-157.1585,usgs,M,8,A,NA,AM,NA,NA,NA,NA,0.4249,,
318,2006-04-05,0:00,71.5436,-155.4575,usgs,M,8,A,NA,AM,NA,NA,NA,NA,0.3812,,
319,2006-04-05,0:00,71.5769,-155.3919,usgs,M,18,A,NA,AM,NA,NA,NA,NA,5.6081,,
320,2006-04-06,0:00,71.8666,-156.7557,usgs,F,20,A,C1,E0,NA,NA,NA,NA,3.2356,,
321,2006-04-06,0:00,71.5451,-156.7529,usgs,M,9,A,NA,AM,NA,NA,NA,NA,15.1025,,
322,2006-04-07,0:00,71.5013,-155.2696,usgs,F,3,S,NA,SF,NA,NA,NA,NA,24.6642,,
323,2006-04-11,0:00,70.8719,-146.5117,usgs,M,12,A,NA,AM,227,227.00,148,356.07,12.4145,,
324,2006-04-12,0:00,70.4523,-147.3845,usgs,F,3,S,NA,SF,176,176.00,104,129.27,16.7701,,
325,2009-05-19,13:25,70.6449,-147.9489,usgs,F,5,A,NA,SF,196,196.00,116.5,190.51,4.4458,,
325,2014-04-09,16:35,70.3877,-146.3941,usgs,F,10,A,C0,IF,204.5,204.50,129.1,211.37,3.9119,,
326,2010-04-08,11:48,71.4068,-156.5173,usgs,F,7,A,NA,UF,195,195.00,109.6,173.73,3.5149,,
327,2013-04-19,17:26,70.0046,-142.2760,usgs,M,17,A,NA,AM,226,226.00,162.5,400.52,3.3921,,
327,2014-04-23,18:24,70.1031,-142.4285,usgs,M,18,A,NA,AM,225.6,225.60,149.7,387.37,4.7341,,
328,2008-04-03,14:17,71.4390,-154.7628,usgs,F,9,A,NA,UF,202,202.00,112,185.97,4.5655,,
329,2008-04-09,18:30,71.0250,-152.9762,usgs,F,11,A,C0,IF,194,194.00,113,171.46,3.5516,,
329,2009-03-27,14:25,71.5049,-155.7022,usgs,F,12,A,NA,UF,201,201.00,131.1,203.66,3.9155,,
330,2008-04-12,14:07,71.0760,-153.9028,usgs,F,8,A,NA,UF,193,193.00,113,170.10,4.8506,,
331,2008-04-29,18:45,70.2189,-143.4784,usgs,F,4,S,NA,SF,201,201.00,120.3,210.92,5.1817,,
332,2008-05-10,15:34,70.3098,-143.4624,usgs,F,13,A,C0,IF,197,197.00,118.7,221.35,2.6224,,
333,2008-05-13,18:03,70.3518,-144.5097,usgs,F,11,A,NA,UF,202,202.00,108,171.00,6.2968,,
334,2008-05-15,19:39,70.1960,-142.6893,usgs,F,4,S,NA,SF,188,188.00,108.6,172.82,7.0560,,
334,2013-04-13,10:20,70.9684,-146.8871,usgs,F,9,A,NA,UF,202.5,202.50,124.9,206.84,5.2360,,
335,2010-04-19,17:15,70.2520,-145.7283,usgs,F,7,A,NA,UF,205,205.00,114,186.88,0.3114,,
336,2014-04-28,16:12,70.5729,-141.6241,usgs,M,7,A,NA,AM,245,245.00,175,482.62,4.8850,,
337,2014-04-08,17:24,70.5078,-147.9662,usgs,M,6,A,NA,AM,217,217.00,140,272.16,4.6801,,
338,2014-04-26,13:34,70.4273,-144.1631,usgs,M,6,A,NA,AM,230,230.00,155,347.45,4.3308,,
339,2010-04-05,17:26,71.1268,-157.1793,usgs,F,9,A,C0,IF,202,202.00,126,203.21,3.7205,,
340,2013-04-18,11:51,70.9256,-150.1192,usgs,F,11,A,NA,UF,195,195.00,129.5,221.81,4.2773,,
340,2014-04-10,17:12,70.7258,-147.4999,usgs,F,12,A,C0,IF,186.8,186.80,174.3,210.01,3.4368,,
341,2013-04-19,15:18,70.1449,-142.9528,usgs,F,10,A,C0,IF,203,203.00,129,184.16,5.0582,,
341,2014-04-12,18:40,71.0158,-149.4403,usgs,F,11,A,NA,UF,198.8,198.80,132.4,223.62,6.2519,,
342,2014-04-06,13:39,71.0445,-149.3902,usgs,M,5,A,NA,SM,226,226.00,150.6,318.88,2.7836,,
343,2009-05-08,9:45,70.7179,-147.8471,usgs,F,7,A,C0,IF,195.5,195.50,116.2,195.50,5.0878,,
344,2010-04-09,16:10,70.6910,-147.9556,usgs,F,9,A,NA,UF,191,191.00,128,219.99,3.2555,,
345,2013-03-27,10:39,71.4326,-156.4457,usgs,M,4,S,NA,SM,217,217.00,136.2,266.71,2.8876,,
346,2008-04-09,12:00,67.0385,-165.8695,fws,F,7,A,NA,UF,205,205.00,133.5,309.09,6.5126,,
347,2008-04-09,12:00,67.1635,-165.9726,fws,M,4,S,NA,SM,219,219.00,132,310.00,6.5178,,
348,2008-04-10,12:00,67.3791,-166.4797,fws,F,12,A,C1,E0,199,199.00,136,263.64,5.2390,,
349,2008-04-10,12:00,67.0827,-165.3627,fws,M,18,A,NA,AM,NA,NA,NA,NA,5.8633,,
350,2008-04-23,12:00,67.7612,-166.0712,fws,M,16,A,NA,AM,238,238.00,178.8,530.70,3.8519,,
351,2008-04-25,12:00,67.9043,-166.0771,fws,F,4,S,NA,SF,180,180.00,119,166.82,5.9603,,
352,2008-04-28,12:00,67.6532,-166.5486,fws,F,11,A,NA,UF,202.5,202.50,146.4,299.55,5.0966,,
353,2009-04-01,12:00,67.8776,-167.0104,fws,M,6,A,NA,AM,NA,NA,NA,NA,6.1986,,
354,2009-04-01,12:00,68.0344,-167.4030,fws,M,4,S,NA,SM,NA,NA,NA,NA,4.4428,,
355,2009-04-01,12:00,67.9551,-166.9837,fws,M,8,A,NA,AM,NA,NA,NA,NA,5.3570,,
356,2009-04-02,12:00,67.9733,-167.3296,fws,F,4,S,NA,SF,NA,NA,NA,NA,5.7775,,
357,2009-04-02,12:00,68.0450,-167.0538,fws,F,5,A,NA,SF,NA,NA,NA,NA,5.1458,,
358,2009-04-03,12:00,67.8367,-166.9271,fws,F,6,A,NA,UF,NA,NA,NA,NA,12.0471,,
359,2009-04-03,12:00,67.8367,-166.9271,fws,M,16,A,NA,AM,NA,NA,NA,NA,4.4806,,
360,2009-04-03,12:00,67.5698,-167.4164,fws,M,4,S,NA,SM,NA,NA,NA,NA,3.7880,,
361,2009-04-04,12:00,67.5906,-167.6595,fws,M,9,A,NA,AM,NA,NA,NA,NA,5.2470,,
362,2009-04-12,12:00,67.7610,-166.5560,fws,F,8,A,NA,UF,NA,NA,NA,NA,5.6937,,
363,2009-04-12,12:00,68.3762,-167.2502,fws,M,4,S,NA,SM,NA,NA,NA,NA,4.5088,,
364,2009-04-13,12:00,67.4666,-168.1230,fws,M,16,A,NA,AM,NA,NA,NA,NA,4.3523,,
365,2009-04-15,12:00,67.7759,-165.8556,fws,M,14,A,NA,AM,NA,NA,NA,NA,5.5621,,
366,2009-04-16,12:00,68.2555,-166.8212,fws,M,23,A,NA,AM,NA,NA,NA,NA,3.7104,,
367,2009-04-17,12:00,67.6909,-165.4754,fws,F,7,A,C1,E0,NA,NA,NA,NA,4.3040,,
367,2010-03-20,12:00,67.9399,-166.4681,fws,F,8,A,C2,E1,NA,NA,NA,NA,6.9739,,
368,2009-04-18,12:00,68.7471,-167.3192,fws,F,22,A,C2,E1,NA,NA,NA,NA,22.6886,,
369,2009-04-21,12:00,67.8605,-166.4745,fws,F,11,A,NA,UF,NA,NA,NA,NA,6.4088,,
370,2009-05-01,12:00,68.0584,-167.6215,fws,M,5,A,NA,SM,NA,NA,NA,NA,5.3887,,
371,2010-03-16,12:00,67.0562,-165.4325,fws,F,12,A,C1,E0,NA,NA,NA,NA,4.0664,,
372,2010-03-30,12:00,68.4512,-167.4168,fws,F,5,A,NA,SF,NA,NA,NA,NA,4.4046,,
373,2010-04-02,12:00,68.0891,-167.6366,fws,M,22,A,NA,AM,NA,NA,NA,NA,3.3512,,
374,2010-04-03,12:00,67.9876,-167.6197,fws,F,10,A,C1,E0,NA,NA,NA,NA,4.1065,,
375,2010-04-04,12:00,67.8946,-167.7502,fws,M,12,A,NA,AM,NA,NA,NA,NA,4.2743,,
376,2016-04-06,12:00,67.0715,-166.4683,fws,F,17,A,C1,E0,NA,NA,NA,NA,5.6774,,
377,2010-04-19,12:00,67.0159,-166.2390,fws,F,20,A,C2,E1,NA,NA,NA,NA,3.8835,,
378,2015-04-14,12:00,67.6715,-166.1850,fws,M,12,A,NA,AM,NA,NA,NA,NA,6.2985,,
378,2016-04-14,12:00,67.5130,-166.0492,fws,M,13,A,NA,AM,NA,NA,NA,NA,4.3966,,
379,2010-04-22,12:00,67.8414,-166.8412,fws,F,14,A,C1,E0,NA,NA,NA,NA,3.6518,,
380,2011-03-15,12:00,67.7147,-166.4682,fws,F,13,A,C2,E1,NA,NA,NA,NA,4.2666,,
381,2011-03-15,12:00,67.6922,-166.4866,fws,M,24,A,NA,AM,NA,NA,NA,NA,3.5577,,
382,2011-03-17,12:00,67.3198,-166.3746,fws,M,4,S,NA,SM,NA,NA,NA,NA,5.8296,,
383,2013-04-27,16:07,69.8627,-141.8791,usgs,F,3,S,NA,SF,188.5,188.50,109,155.13,4.6627,,
384,2010-05-04,13:49,70.7953,-147.0478,usgs,F,9,A,NA,UF,197,197.00,114,193.23,4.3978,,
385,2013-03-31,11:37,71.4161,-156.4914,usgs,M,8,A,NA,AM,NA,NA,NA,NA,2.3773,,
386,2014-04-28,16:12,70.5729,-141.6241,usgs,F,4,S,NA,SF,203.6,203.60,125,206.38,8.7381,,
387,2013-04-26,16:13,70.0582,-142.0203,usgs,M,6,A,NA,AM,224,224.00,144.5,285.76,5.8196,,
388,2014-04-14,11:56,71.1765,-149.1057,usgs,M,5,A,NA,SM,206,206.00,185,232.24,1.9919,,
389,2014-04-14,17:21,70.4362,-147.1699,usgs,F,3,S,NA,SF,NA,NA,NA,NA,4.5490,,
390,2013-03-29,14:16,71.4812,-155.4430,usgs,M,6,A,NA,AM,214,214.00,156.2,292.57,3.0418,,
391,2013-03-24,13:45,71.5416,-157.1659,usgs,F,8,A,NA,UF,198.1,198.10,120.6,184.61,3.1853,,
392,2013-04-03,15:26,70.8698,-149.5094,usgs,F,4,S,NA,SF,NA,NA,NA,NA,4.3948,,
392,2014-04-13,12:57,70.7349,-148.7198,usgs,F,5,A,C0,SF,198,198.00,126.6,183.70,6.0689,,
393,2013-03-25,11:57,71.4597,-156.4025,usgs,M,4,S,NA,SM,201,201.00,123.5,208.65,5.9220,,
394,2013-03-28,10:17,71.5208,-156.7102,usgs,M,4,S,NA,SM,213.5,213.50,141,254.92,3.2629,,
395,2013-03-28,12:31,71.6289,-156.5205,usgs,M,7,A,NA,AM,194,194.00,123.9,167.38,2.8562,,
396,2013-03-28,14:18,71.5327,-156.5517,usgs,M,16,A,NA,AM,NA,NA,NA,NA,2.1512,,
397,2013-03-28,17:29,71.4638,-155.8441,usgs,M,3,S,NA,SM,213,213.00,130.9,267.62,2.8482,,
398,2013-03-29,16:19,71.5968,-154.9243,usgs,F,15,A,C1,E0,205,205.00,125,180.53,3.0348,,
399,2013-03-31,13:36,71.5604,-156.3934,usgs,F,5,A,NA,SF,187,187.00,123,169.64,1.3752,,
400,2013-03-31,15:55,71.8353,-155.7732,usgs,M,12,A,NA,AM,NA,NA,NA,NA,2.6959,,
401,2013-04-01,12:39,71.6621,-155.4196,usgs,F,5,A,NA,SF,217.3,217.30,136.3,253.10,6.2025,,
402,2013-04-01,12:39,71.6621,-155.4196,usgs,F,6,A,NA,UF,NA,NA,NA,NA,4.2976,,
403,2013-04-03,15:26,70.8698,-149.5094,usgs,M,3,S,NA,SM,NA,NA,NA,NA,5.2544,,
404,2014-04-13,10:40,70.5003,-148.8920,usgs,F,3,S,NA,SF,190,190.00,128.2,183.25,4.5542,,
405,2013-04-13,10:20,70.9684,-146.8871,usgs,M,5,A,NA,SM,206,206.00,122.1,224.07,3.0295,,
406,2013-04-16,17:06,71.1239,-146.6219,usgs,F,5,A,NA,SF,188.6,188.60,116.5,161.03,7.2824,,
407,2013-04-17,15:10,70.8666,-148.4591,usgs,F,2,D,NA,DY,NA,NA,NA,NA,5.4362,,
408,2013-04-18,14:19,70.9483,-149.9500,usgs,F,7,A,NA,UF,199,199.00,117.5,192.32,5.8362,,
409,2013-04-26,16:13,70.0582,-142.0203,usgs,F,3,S,NA,SF,193.5,193.50,114.5,181.44,6.0485,,
409,2014-04-14,15:08,70.2648,-145.4105,usgs,F,4,S,C0,SF,196,196.00,120.8,190.06,1.6825,,
410,2013-04-27,10:55,70.1409,-142.9137,usgs,M,3,S,NA,SM,186,186.00,103,118.84,4.9474,,
410,2014-04-23,16:21,70.2198,-142.8770,usgs,M,4,S,NA,SM,199.6,199.60,116.3,210.47,3.2213,,
411,2013-04-27,11:59,70.1398,-142.8638,usgs,M,3,S,NA,SM,168.5,168.50,118,142.88,5.4246,,
